"country","retailer","retailer_slug","product_family","brand","device_type","model","capacity_gb","offer_type","price_value","price_text","price_unit","term_months","in_stock","data_quality_tier","extracted_at","source_url","source_title","source_snapshot","source_snapshots"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",256,"financing_max_term",74.48,"74.48 EUR","EUR/month",14,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.876812+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-negro-256-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606125.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",256,"financing_max_term",59.7,"59.70 EUR","EUR/month",18,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.876812+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-negro-256-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606125.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",256,"financing_max_term",54.53,"54.53 EUR","EUR/month",20,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.876812+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-negro-256-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606125.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",256,"financing_max_term",46.81,"46.81 EUR","EUR/month",24,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.876812+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-negro-256-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606125.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",256,"financing_max_term",39.12,"39.12 EUR","EUR/month",30,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.876812+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-negro-256-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606125.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",512,"cash",1149.0,"1149.00 EUR","EUR","",True,"mediamarkt_adapter_live","2026-03-19T08:17:27.226445+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-azul-neblina-512-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606132.html","Apple iPhone 17, Azul neblina, 512 GB, 5G, 6.3"" OLED Super Retina XDR, Chip A19, iOS","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",512,"financing_max_term",395.16,"395.16 EUR","EUR/month",3,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.565599+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-azul-neblina-512-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606132.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",512,"financing_max_term",202.22,"202.22 EUR","EUR/month",6,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.565599+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-azul-neblina-512-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606132.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",512,"financing_max_term",125.11,"125.11 EUR","EUR/month",10,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.565599+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-azul-neblina-512-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606132.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",512,"financing_max_term",105.86,"105.86 EUR","EUR/month",12,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.565599+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-azul-neblina-512-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606132.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",512,"financing_max_term",92.12,"92.12 EUR","EUR/month",14,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.565599+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-azul-neblina-512-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606132.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",512,"financing_max_term",73.83,"73.83 EUR","EUR/month",18,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.565599+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-azul-neblina-512-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606132.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",512,"financing_max_term",67.45,"67.45 EUR","EUR/month",20,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.565599+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-azul-neblina-512-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606132.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",512,"financing_max_term",57.89,"57.89 EUR","EUR/month",24,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.565599+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-azul-neblina-512-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606132.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17",512,"financing_max_term",48.38,"48.38 EUR","EUR/month",30,True,"mediamarkt_adapter_live","2026-03-19T08:17:29.565599+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-azul-neblina-512-gb-5g-63-oled-super-retina-xdr-chip-a19-ios-1606132.html","Apple iPhone 17","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16 Plus",128,"cash",879.0,"879.00 EUR","EUR","",True,"mediamarkt_adapter_live","2026-03-19T08:17:30.250832+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16-plus-negro-128-gb-5g-67-oled-super-retina-xdr-chip-a18-bionic-ios-1582165.html","Apple iPhone 16 Plus, Negro, 128 GB, 5G, 6.7 "" OLED Super Retina XDR, Chip A18 Bionic, iOS","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16 Plus",128,"financing_max_term",302.3,"302.30 EUR","EUR/month",3,True,"mediamarkt_adapter_live","2026-03-19T08:17:32.858516+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16-plus-negro-128-gb-5g-67-oled-super-retina-xdr-chip-a18-bionic-ios-1582165.html","Apple iPhone 16 Plus","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16 Plus",128,"financing_max_term",154.7,"154.70 EUR","EUR/month",6,True,"mediamarkt_adapter_live","2026-03-19T08:17:32.858516+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16-plus-negro-128-gb-5g-67-oled-super-retina-xdr-chip-a18-bionic-ios-1582165.html","Apple iPhone 16 Plus","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16 Plus",128,"financing_max_term",95.71,"95.71 EUR","EUR/month",10,True,"mediamarkt_adapter_live","2026-03-19T08:17:32.858516+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16-plus-negro-128-gb-5g-67-oled-super-retina-xdr-chip-a18-bionic-ios-1582165.html","Apple iPhone 16 Plus","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16 Plus",128,"financing_max_term",80.98,"80.98 EUR","EUR/month",12,True,"mediamarkt_adapter_live","2026-03-19T08:17:32.858516+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16-plus-negro-128-gb-5g-67-oled-super-retina-xdr-chip-a18-bionic-ios-1582165.html","Apple iPhone 16 Plus","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16 Plus",128,"financing_max_term",70.47,"70.47 EUR","EUR/month",14,True,"mediamarkt_adapter_live","2026-03-19T08:17:32.858516+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16-plus-negro-128-gb-5g-67-oled-super-retina-xdr-chip-a18-bionic-ios-1582165.html","Apple iPhone 16 Plus","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16 Plus",128,"financing_max_term",56.48,"56.48 EUR","EUR/month",18,True,"mediamarkt_adapter_live","2026-03-19T08:17:32.858516+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16-plus-negro-128-gb-5g-67-oled-super-retina-xdr-chip-a18-bionic-ios-1582165.html","Apple iPhone 16 Plus","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16 Plus",128,"financing_max_term",51.6,"51.60 EUR","EUR/month",20,True,"mediamarkt_adapter_live","2026-03-19T08:17:32.858516+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16-plus-negro-128-gb-5g-67-oled-super-retina-xdr-chip-a18-bionic-ios-1582165.html","Apple iPhone 16 Plus","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16 Plus",128,"financing_max_term",44.29,"44.29 EUR","EUR/month",24,True,"mediamarkt_adapter_live","2026-03-19T08:17:32.858516+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16-plus-negro-128-gb-5g-67-oled-super-retina-xdr-chip-a18-bionic-ios-1582165.html","Apple iPhone 16 Plus","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16 Plus",128,"financing_max_term",37.01,"37.01 EUR","EUR/month",30,True,"mediamarkt_adapter_live","2026-03-19T08:17:32.858516+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16-plus-negro-128-gb-5g-67-oled-super-retina-xdr-chip-a18-bionic-ios-1582165.html","Apple iPhone 16 Plus","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",256,"cash",1439.0,"1439.00 EUR","EUR","",True,"mediamarkt_adapter_live","2026-03-19T08:17:33.415071+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-plata-256-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606144.html","Apple iPhone 17 Pro Max, Plata, 256 GB, 5G, 6.3"" OLED Super Retina XDR, Chip A19 Pro, iOS","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",256,"financing_max_term",494.9,"494.90 EUR","EUR/month",3,True,"mediamarkt_adapter_live","2026-03-19T08:17:35.877376+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-plata-256-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606144.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",256,"financing_max_term",253.26,"253.26 EUR","EUR/month",6,True,"mediamarkt_adapter_live","2026-03-19T08:17:35.877376+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-plata-256-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606144.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",256,"financing_max_term",156.69,"156.69 EUR","EUR/month",10,True,"mediamarkt_adapter_live","2026-03-19T08:17:35.877376+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-plata-256-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606144.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",256,"financing_max_term",132.58,"132.58 EUR","EUR/month",12,True,"mediamarkt_adapter_live","2026-03-19T08:17:35.877376+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-plata-256-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606144.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",256,"financing_max_term",115.37,"115.37 EUR","EUR/month",14,True,"mediamarkt_adapter_live","2026-03-19T08:17:35.877376+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-plata-256-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606144.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",256,"financing_max_term",92.47,"92.47 EUR","EUR/month",18,True,"mediamarkt_adapter_live","2026-03-19T08:17:35.877376+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-plata-256-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606144.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",256,"financing_max_term",84.47,"84.47 EUR","EUR/month",20,True,"mediamarkt_adapter_live","2026-03-19T08:17:35.877376+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-plata-256-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606144.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",256,"financing_max_term",72.5,"72.50 EUR","EUR/month",24,True,"mediamarkt_adapter_live","2026-03-19T08:17:35.877376+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-plata-256-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606144.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",256,"financing_max_term",60.59,"60.59 EUR","EUR/month",30,True,"mediamarkt_adapter_live","2026-03-19T08:17:35.877376+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-plata-256-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606144.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",512,"cash",1689.0,"1689.00 EUR","EUR","",True,"mediamarkt_adapter_live","2026-03-19T08:17:33.856630+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-naranja-cosmico-512-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606148.html","Apple iPhone 17 Pro Max, Naranja cósmico, 512 GB, 5G, 6.9"" OLED Super Retina XDR, Chip A19 Pro, iOS","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",512,"financing_max_term",580.87,"580.87 EUR","EUR/month",3,True,"mediamarkt_adapter_live","2026-03-19T08:17:36.306291+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-naranja-cosmico-512-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606148.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",512,"financing_max_term",297.26,"297.26 EUR","EUR/month",6,True,"mediamarkt_adapter_live","2026-03-19T08:17:36.306291+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-naranja-cosmico-512-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606148.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",512,"financing_max_term",183.91,"183.91 EUR","EUR/month",10,True,"mediamarkt_adapter_live","2026-03-19T08:17:36.306291+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-naranja-cosmico-512-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606148.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",512,"financing_max_term",155.61,"155.61 EUR","EUR/month",12,True,"mediamarkt_adapter_live","2026-03-19T08:17:36.306291+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-naranja-cosmico-512-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606148.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",512,"financing_max_term",135.42,"135.42 EUR","EUR/month",14,True,"mediamarkt_adapter_live","2026-03-19T08:17:36.306291+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-naranja-cosmico-512-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606148.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",512,"financing_max_term",108.53,"108.53 EUR","EUR/month",18,True,"mediamarkt_adapter_live","2026-03-19T08:17:36.306291+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-naranja-cosmico-512-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606148.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",512,"financing_max_term",99.15,"99.15 EUR","EUR/month",20,True,"mediamarkt_adapter_live","2026-03-19T08:17:36.306291+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-naranja-cosmico-512-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606148.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",512,"financing_max_term",85.1,"85.10 EUR","EUR/month",24,True,"mediamarkt_adapter_live","2026-03-19T08:17:36.306291+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-naranja-cosmico-512-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606148.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",512,"financing_max_term",71.12,"71.12 EUR","EUR/month",30,True,"mediamarkt_adapter_live","2026-03-19T08:17:36.306291+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-naranja-cosmico-512-gb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606148.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",2048,"cash",2419.0,"2419.00 EUR","EUR","",True,"mediamarkt_adapter_live","2026-03-19T08:17:36.946027+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-azul-oscuro-2-tb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606155.html","Apple iPhone 17 Pro Max, Azul oscuro, 2 TB, 5G, 6.9"" OLED Super Retina XDR, Chip A19 Pro, iOS","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",2048,"financing_max_term",831.93,"831.93 EUR","EUR/month",3,True,"mediamarkt_adapter_live","2026-03-19T08:17:40.210954+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-azul-oscuro-2-tb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606155.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",2048,"financing_max_term",425.74,"425.74 EUR","EUR/month",6,True,"mediamarkt_adapter_live","2026-03-19T08:17:40.210954+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-azul-oscuro-2-tb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606155.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",2048,"financing_max_term",263.4,"263.40 EUR","EUR/month",10,True,"mediamarkt_adapter_live","2026-03-19T08:17:40.210954+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-azul-oscuro-2-tb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606155.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",2048,"financing_max_term",222.87,"222.87 EUR","EUR/month",12,True,"mediamarkt_adapter_live","2026-03-19T08:17:40.210954+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-azul-oscuro-2-tb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606155.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",2048,"financing_max_term",193.94,"193.94 EUR","EUR/month",14,True,"mediamarkt_adapter_live","2026-03-19T08:17:40.210954+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-azul-oscuro-2-tb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606155.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",2048,"financing_max_term",155.44,"155.44 EUR","EUR/month",18,True,"mediamarkt_adapter_live","2026-03-19T08:17:40.210954+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-azul-oscuro-2-tb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606155.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",2048,"financing_max_term",142.0,"142.00 EUR","EUR/month",20,True,"mediamarkt_adapter_live","2026-03-19T08:17:40.210954+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-azul-oscuro-2-tb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606155.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",2048,"financing_max_term",121.88,"121.88 EUR","EUR/month",24,True,"mediamarkt_adapter_live","2026-03-19T08:17:40.210954+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-azul-oscuro-2-tb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606155.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 17 Pro Max",2048,"financing_max_term",101.86,"101.86 EUR","EUR/month",30,True,"mediamarkt_adapter_live","2026-03-19T08:17:40.210954+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-17-pro-max-azul-oscuro-2-tb-5g-69-oled-super-retina-xdr-chip-a19-pro-ios-1606155.html","Apple iPhone 17 Pro Max","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16e",128,"cash",579.0,"579.00 EUR","EUR","",True,"mediamarkt_adapter_live","2026-03-19T08:17:37.410670+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16e-negro-128-gb-5g-61-oled-super-retina-xdr-chip-a18-ios-1595132.html","Apple iPhone 16e, Negro, 128 GB, 5G, 6.1 "" OLED Super Retina XDR, Chip A18, iOS","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16e",128,"financing_max_term",199.13,"199.13 EUR","EUR/month",3,True,"mediamarkt_adapter_live","2026-03-19T08:17:38.840977+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16e-negro-128-gb-5g-61-oled-super-retina-xdr-chip-a18-ios-1595132.html","Apple iPhone 16e","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
"ES","Media Markt","media_markt","Apple","Apple","mobile","Apple iPhone 16e",128,"financing_max_term",101.9,"101.90 EUR","EUR/month",6,True,"mediamarkt_adapter_live","2026-03-19T08:17:38.840977+00:00","https://www.mediamarkt.es/es/product/_apple-iphone-16e-negro-128-gb-5g-61-oled-super-retina-xdr-chip-a18-ios-1595132.html","Apple iPhone 16e","20260319_082833_a0e2ef78.csv","20260319_082833_a0e2ef78.csv"
